prediction_id,batch_id,game_id,occurrence_key,target_official_date,away_team_id,home_team_id,p_away_win,p_home_win,predicted_side,outcome_status,away_score,home_score,home_win,actual_winner,classification_correct,individual_log_loss,individual_brier_score,status_code_normalized,status_detail_normalized,final_official_date,outcome_http_date_utc,outcome_response_received_at_utc,outcome_evidence_sha256
0a32b0bd1691d36cdfab6953b82b5715a1506e904e91142bfcea8bbf2babf112,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823252,1849cee7af3bf3827b44978bcaf579355db79fccb91c2edb3596fa664744a1da,2026-09-18,146,135,0.45581352226826344,0.54418647773173656,HOME,SCORED_FINAL,2,8,1,HOME,1,0.608463300917,0.207765967083,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
0b14e9991082a5af496c67aeadc0dc96b1d090d9e8325d12a76238e2df13dec1,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824547,ce7d4b5c37d5b8eb30411d28793ff64d94ff5e057557f60d94a6e94aa1103e1c,2026-09-18,116,145,0.46281826429881923,0.53718173570118077,HOME,SCORED_FINAL,11,8,0,AWAY,0,0.770420819664,0.288564217171,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
1a69db3405f8587d1397b1a9a87bfacbfefee5b990d0b4b00305d1e82373cd22,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824138,4cebda855b8ea4deff22c5f1a04386f8927c973e4b20f14cda0eb02b7810ce18,2026-09-18,144,117,0.53295454194355496,0.46704545805644504,AWAY,SCORED_FINAL,6,2,0,AWAY,1,0.629319145614,0.218131459891,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
290e0e8577e9397e4e8802915d608a30e0ad20b3f1edc59f0cc12f4d098e39a8,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823572,e569cd6ad37c873d1bca392a6dfe0971b9fcea5b9217c4e19018eab157f253ae,2026-09-18,143,121,0.50686748902373435,0.49313251097626565,AWAY,SCORED_FINAL,3,6,1,HOME,0,0.706977356114,0.256914651429,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
319031f0aea6087934babcb956ce6e765d1392f0c684263f9f5894f75ad041ee,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823331,29b98cf95574e6180c2f60193b630f94122ddf9e25c31d0f566f962aa81d6c47,2026-09-18,118,134,0.44525516087947403,0.55474483912052597,HOME,SCORED_FINAL,5,8,1,HOME,1,0.589247020285,0.198252158290,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
484fe952aa48d8ca41b55604a01b142fffac379b6e51f4259234abddfef21a8c,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,822923,25c25866a9f8440366c91f430d88aa65a4d158ab5ee22780900bc2185a8deb78,2026-09-18,111,139,0.46951275486903343,0.53048724513096657,HOME,SCORED_FINAL,4,2,0,AWAY,0,0.756059813783,0.281416717247,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
48e0815b827732b1eb53bc6effa75c2815afef76b1fd548c2caa6caaab1aca47,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,825032,b3fdf7129efcae6f5741236fdd74d0367272213cc6d6af9a0d92c68e074eadc7,2026-09-18,147,109,0.51722979612632225,0.48277020387367775,AWAY,SCORED_FINAL,9,2,0,AWAY,1,0.659268023291,0.233067069748,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
4bd66fbdd3d3a05ca3246894acb7b53f91356a410c13cfd65ebd48b8c13d3369,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824790,599ad1c96b56e519ae00e83ddeadf44dc4538598c276ff369dd9998b869b2fcb,2026-09-18,158,110,0.54101433945344679,0.45898566054655315,AWAY,SCORED_FINAL,6,5,0,AWAY,1,0.614309495028,0.210667836587,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
4d1d5d3db766c1ed0439fd684ffc9fd6916be4b952c77b2901a143a4dcf29107,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823977,8ac1269d7988bd262515ba40c22460d150d388d0f65d319149db66d67e513fb4,2026-09-18,142,108,0.47184868448148065,0.52815131551851935,HOME,SCORED_FINAL,3,0,0,AWAY,0,0.751096928520,0.278943812084,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
4d320a5d7317d06a3d1112ad1b05059611851a85be9e76f01fc322aea8e70df6,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824383,a2d25c52ef839109dbe2993f2e545077f1f5c14a67a9d3c7a8f5e3ba009dc034,2026-09-18,133,114,0.41049237201630995,0.58950762798369005,HOME,SCORED_FINAL,3,5,1,HOME,1,0.528467619337,0.168503987484,F,FINAL,2026-09-18,2026-09-19T13:16:14Z,2026-09-19T13:16:14Z,063a7431b85b2d7b27937e825ea469456f1a7709cf99d709a60a7cb740803ff1
