prediction_id,batch_id,game_id,occurrence_key,season,official_date,away_team_id,home_team_id,scheduled_start_utc,feature_as_of_date,away_max_source_date,home_max_source_date,away_games_before,away_win_pct_before,away_runs_scored_per_game_before,away_runs_allowed_per_game_before,home_games_before,home_win_pct_before,home_runs_scored_per_game_before,home_runs_allowed_per_game_before,feature_row_sha256
319031f0aea6087934babcb956ce6e765d1392f0c684263f9f5894f75ad041ee,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823331,29b98cf95574e6180c2f60193b630f94122ddf9e25c31d0f566f962aa81d6c47,2026,2026-09-18,118,134,2026-09-18T22:40:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.442953,4.255034,4.852349,149,0.496644,4.778523,4.630872,5ebf93a4a86a2e04939130c5929ae3ca26ce7b6221a8b996e7a52a027dfd1121
a2af6f03e8b5de762c810d9d1d44f45d9ab6cb282e537e455203a1b133f7ff20,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824463,085f61b2290b277795c73c0c0f2a684d62e9d65ebcba9b17295cef26df4cfb9d,2026,2026-09-18,112,113,2026-09-18T22:40:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.550336,5.335570,4.429530,148,0.466216,4.128378,5.114865,800167c5d3f4e393fa4555f4748f88a4a4ad2f3cfed7f19d5059b19676951758
4bd66fbdd3d3a05ca3246894acb7b53f91356a410c13cfd65ebd48b8c13d3369,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824790,599ad1c96b56e519ae00e83ddeadf44dc4538598c276ff369dd9998b869b2fcb,2026,2026-09-18,158,110,2026-09-18T23:05:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.624161,5.147651,3.832215,149,0.489933,4.530201,4.677852,299b1934811e85d9a6da29fe1a9d2186ee78134f1869620c181d925538378114
484fe952aa48d8ca41b55604a01b142fffac379b6e51f4259234abddfef21a8c,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,822923,25c25866a9f8440366c91f430d88aa65a4d158ab5ee22780900bc2185a8deb78,2026,2026-09-18,111,139,2026-09-18T23:10:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.536913,4.402685,3.872483,148,0.601351,4.506757,4.108108,9331fd0e60995a00bbd3544604b966e7f117bc2316e0fc42d290b3e459601729
4d320a5d7317d06a3d1112ad1b05059611851a85be9e76f01fc322aea8e70df6,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824383,a2d25c52ef839109dbe2993f2e545077f1f5c14a67a9d3c7a8f5e3ba009dc034,2026,2026-09-18,133,114,2026-09-18T23:10:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.402685,4.348993,5.604027,149,0.510067,4.093960,4.174497,4776d35913e2f695401678c030e125950987c02c10252ac035929dffab0d14ef
290e0e8577e9397e4e8802915d608a30e0ad20b3f1edc59f0cc12f4d098e39a8,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823572,e569cd6ad37c873d1bca392a6dfe0971b9fcea5b9217c4e19018eab157f253ae,2026,2026-09-18,143,121,2026-09-18T23:15:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.550336,4.476510,4.255034,148,0.459459,4.297297,4.594595,e41500d32928d9f88ed7e09bfce6a58cfede68a24d6f19223929432f78787607
0b14e9991082a5af496c67aeadc0dc96b1d090d9e8325d12a76238e2df13dec1,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824547,ce7d4b5c37d5b8eb30411d28793ff64d94ff5e057557f60d94a6e94aa1103e1c,2026,2026-09-18,116,145,2026-09-18T23:40:00Z,2026-09-17,2026-09-15,2026-09-15,148,0.466216,4.439189,3.979730,148,0.506757,4.689189,4.459459,67d0e354ecc70aac4e8198d4e08e23813136e3b17d570887d9b65323eeb080ce
616d2df47f30469678cc0ff704b304ac7fd42004025bc8f64b0815ae50494e06,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,822847,90166ada9a5fd823b3a6b80c2ec54c60b09ee64688a99183047eda88eb7f0d35,2026,2026-09-18,141,140,2026-09-19T00:05:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.489933,3.986577,4.328859,149,0.489933,4.127517,4.442953,98556debe0516e515bf151a12445f090acf09694f313adb61003497c403222e1
1a69db3405f8587d1397b1a9a87bfacbfefee5b990d0b4b00305d1e82373cd22,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824138,4cebda855b8ea4deff22c5f1a04386f8927c973e4b20f14cda0eb02b7810ce18,2026,2026-09-18,144,117,2026-09-19T00:10:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.590604,4.583893,3.818792,149,0.510067,4.476510,4.744966,9f957f11c23843709c53eca662831f2a48ecd17f93bb9a706e9f629821d1bb5b
7cbbd29822da47ad195df3ee28ab3110960ce9aeb873d26fab577cc26326cdf4,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824303,4ed103acd4e1a3104030810c6ec0df59fc260f3dea167ca783f19c6401fb5fa2,2026,2026-09-18,136,115,2026-09-19T00:10:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.463087,3.939597,4.449664,148,0.378378,4.709459,5.736486,2a86f923591970965d0f419580783e2941120e2a03bf91ec4b5885767aa75229
d4b6c78053990281791d60c49af447b68c9197073025e0917818ed885e603f74,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823005,815dbd08a0ef0c0fe24e62d4a2cd4d452b1f37acab77b701f4b9efafea772fa6,2026,2026-09-18,120,138,2026-09-19T00:15:00Z,2026-09-17,2026-09-15,2026-09-15,150,0.460000,5.106667,5.080000,149,0.489933,4.550336,4.651007,c7ebd93e42f2066f98045074eed1c571a582a1814af48844a2a21ed1647a766e
4d1d5d3db766c1ed0439fd684ffc9fd6916be4b952c77b2901a143a4dcf29107,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823977,8ac1269d7988bd262515ba40c22460d150d388d0f65d319149db66d67e513fb4,2026,2026-09-18,142,108,2026-09-19T01:38:00Z,2026-09-17,2026-09-15,2026-09-15,148,0.466216,4.581081,5.006757,148,0.385135,4.027027,4.520270,54e458693bc76c4046e858a52ef5b9796d50ec0c7a857d5e06e85bdc0ff87390
0a32b0bd1691d36cdfab6953b82b5715a1506e904e91142bfcea8bbf2babf112,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823252,1849cee7af3bf3827b44978bcaf579355db79fccb91c2edb3596fa664744a1da,2026,2026-09-18,146,135,2026-09-19T01:40:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.489933,4.429530,4.395973,148,0.533784,4.250000,4.162162,e567d7e04ff97f2edfa4cfc9e40e696fa0ace4585369c7059f0c62e5325e610c
48e0815b827732b1eb53bc6effa75c2815afef76b1fd548c2caa6caaab1aca47,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,825032,b3fdf7129efcae6f5741236fdd74d0367272213cc6d6af9a0d92c68e074eadc7,2026,2026-09-18,147,109,2026-09-19T01:40:00Z,2026-09-17,2026-09-15,2026-09-15,148,0.581081,4.601351,3.655405,149,0.530201,4.422819,4.389262,72f2cc377448349db8078d2e7df175b9547cb659e182576097761cc599afbbc1
ae8c3099eadec67fdf12808f147fea6fc7a869984c166c6c6b38f25402323b8d,232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823898,0b8486741f2b137da709e9d86f685e7c05a830654a07d11416f1fa5222d7f892,2026,2026-09-18,137,119,2026-09-19T02:15:00Z,2026-09-17,2026-09-15,2026-09-15,149,0.422819,4.241611,4.691275,148,0.614865,4.986486,3.790541,759a42e5fbca2d2cdf26daad73b84470782a61cd488caab1392fa36ab5eee54c
