batch_id,game_id,occurrence_key,season,official_date,away_team_id,home_team_id,scheduled_start_utc,status_code,abstract_state,detailed_state,eligibility_status,exclusion_reason
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823331,29b98cf95574e6180c2f60193b630f94122ddf9e25c31d0f566f962aa81d6c47,2026,2026-09-18,118,134,2026-09-18T22:40:00Z,P,Preview,Pre-Game,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824463,085f61b2290b277795c73c0c0f2a684d62e9d65ebcba9b17295cef26df4cfb9d,2026,2026-09-18,112,113,2026-09-18T22:40:00Z,P,Preview,Pre-Game,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824790,599ad1c96b56e519ae00e83ddeadf44dc4538598c276ff369dd9998b869b2fcb,2026,2026-09-18,158,110,2026-09-18T23:05:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,822923,25c25866a9f8440366c91f430d88aa65a4d158ab5ee22780900bc2185a8deb78,2026,2026-09-18,111,139,2026-09-18T23:10:00Z,P,Preview,Pre-Game,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824383,a2d25c52ef839109dbe2993f2e545077f1f5c14a67a9d3c7a8f5e3ba009dc034,2026,2026-09-18,133,114,2026-09-18T23:10:00Z,P,Preview,Pre-Game,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823572,e569cd6ad37c873d1bca392a6dfe0971b9fcea5b9217c4e19018eab157f253ae,2026,2026-09-18,143,121,2026-09-18T23:15:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824547,ce7d4b5c37d5b8eb30411d28793ff64d94ff5e057557f60d94a6e94aa1103e1c,2026,2026-09-18,116,145,2026-09-18T23:40:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,822847,90166ada9a5fd823b3a6b80c2ec54c60b09ee64688a99183047eda88eb7f0d35,2026,2026-09-18,141,140,2026-09-19T00:05:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824138,4cebda855b8ea4deff22c5f1a04386f8927c973e4b20f14cda0eb02b7810ce18,2026,2026-09-18,144,117,2026-09-19T00:10:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,824303,4ed103acd4e1a3104030810c6ec0df59fc260f3dea167ca783f19c6401fb5fa2,2026,2026-09-18,136,115,2026-09-19T00:10:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823005,815dbd08a0ef0c0fe24e62d4a2cd4d452b1f37acab77b701f4b9efafea772fa6,2026,2026-09-18,120,138,2026-09-19T00:15:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823977,8ac1269d7988bd262515ba40c22460d150d388d0f65d319149db66d67e513fb4,2026,2026-09-18,142,108,2026-09-19T01:38:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823252,1849cee7af3bf3827b44978bcaf579355db79fccb91c2edb3596fa664744a1da,2026,2026-09-18,146,135,2026-09-19T01:40:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,825032,b3fdf7129efcae6f5741236fdd74d0367272213cc6d6af9a0d92c68e074eadc7,2026,2026-09-18,147,109,2026-09-19T01:40:00Z,S,Preview,Scheduled,ELIGIBLE,
232522fb44402fc21cb13d25a53c79515effa82aa4dca109289fe60415a66c3b,823898,0b8486741f2b137da709e9d86f685e7c05a830654a07d11416f1fa5222d7f892,2026,2026-09-18,137,119,2026-09-19T02:15:00Z,S,Preview,Scheduled,ELIGIBLE,
