batch_id,game_id,occurrence_key,season,official_date,away_team_id,home_team_id,scheduled_start_utc,status_code,abstract_state,detailed_state,eligibility_status,exclusion_reason
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,824382,d6991b197c6366bc6ba3a633c2dcf875c2913a52a0cbf4d02b8b7e44af8513ae,2026,2026-09-16,145,114,2026-09-16T17:10:00Z,P,Preview,Pre-Game,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,823004,2599623266a3ac872b15286e8527c83ba1c93dbb83d6a38b7ebb3736a3e80364,2026,2026-09-16,137,138,2026-09-16T17:15:00Z,P,Preview,Pre-Game,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,823655,001582cbdc94905d859759a104c11e95477cdbd65bbd1a14e1c53fcfd7f81f03,2026,2026-09-16,147,142,2026-09-16T17:40:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,822763,0a352a0c6b9eaeb7a4620b65c9fd9db3899d13c544472b43be68b45dcd469d80,2026,2026-09-16,116,141,2026-09-16T19:07:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,822926,9cf718aa86239bf37a53fb2949dc4b435988f711fd4e6c9662a1382303d73104,2026,2026-09-16,133,139,2026-09-16T22:40:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,823332,29bfa81ffdf765c2a196abe350fb1735b497b05e618325df44c511dd75749c84,2026,2026-09-16,158,134,2026-09-16T22:40:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,824467,cd16acb345b28adafe005fb44ce9883d6123b12707b7c8f7adcc8ccb228ff0ff,2026,2026-09-16,119,113,2026-09-16T22:40:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,822680,730a72a1efa3893afeb146f987dd6e3a703d2476cf63d32c0e018ee97fcc4656,2026,2026-09-16,143,120,2026-09-16T22:45:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,823576,3763a8fc629b0ed9d4d1092552d3dddeb01663dd57b040d885162988a3fea57a,2026,2026-09-16,110,121,2026-09-16T23:10:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,824626,406fef1a859fc233ab95fff0928b613499ca2b8c4211d8ce243622ace2ceefb8,2026,2026-09-16,144,112,2026-09-16T23:40:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,822846,23a8dc78f7ec31d8582629c66c9d91b7c258aa657da32e272b79b743cd76077a,2026,2026-09-16,111,140,2026-09-17T00:05:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,824140,9f5df86b983aff296db640d1795fbb57ebc299462561a95d844b6f354a71e5d8,2026,2026-09-16,118,117,2026-09-17T00:10:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,824306,d1b0477a365d964afaffeaaa92ac47338092e00c18ff311d823d4b1cea4ab428,2026,2026-09-16,135,115,2026-09-17T00:40:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,823979,b8f53c13dd300d6dfeb788ebb68ae7aad472d529e9466635d187c676701b3df0,2026,2026-09-16,136,108,2026-09-17T01:38:00Z,S,Preview,Scheduled,ELIGIBLE,
3e61cdc96c5c66e014a0a483ddfbb5053d9d3ae94ee77d824dc5f9b1a87c11d0,825031,b7f3c37275da49c7713796f0f37fbff8af45ee9adb4eabc9e53b55eefd395cba,2026,2026-09-16,146,109,2026-09-17T01:40:00Z,S,Preview,Scheduled,ELIGIBLE,
