prediction_id,batch_id,game_id,occurrence_key,season,official_date,away_team_id,home_team_id,scheduled_start_utc,feature_as_of_date,away_max_source_date,home_max_source_date,away_games_before,away_win_pct_before,away_runs_scored_per_game_before,away_runs_allowed_per_game_before,home_games_before,home_win_pct_before,home_runs_scored_per_game_before,home_runs_allowed_per_game_before,feature_row_sha256
a176c29dc777dfdfa167107ae23538bb538e4686943cda0c3cb1fe9d64ec15a6,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,822925,0507cd59f197afc8878a5012e981edfeaec36cc738e4297c9e11f937efdb1232,2026,2026-09-15,133,139,2026-09-15T22:40:00Z,2026-09-14,2026-09-11,2026-09-11,148,0.405405,4.371622,5.628378,147,0.598639,4.523810,4.129252,27d7e65ffd7a0ed599027a2305a3f08940889d0ba280648c864528d4fa425867
20acb8d11544c1b21c1ae78674c0fb4d0891d154237cd0cad7647a5aff0a9175,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823333,13b8303bfffd7d1aea1c8971954f59b7cee6c62861c2df3ce00fa85440788eb2,2026,2026-09-15,158,134,2026-09-15T22:40:00Z,2026-09-14,2026-09-11,2026-09-11,148,0.621622,5.148649,3.851351,148,0.500000,4.804054,4.628378,2a5719c8fe054eb36043f6a7e92ba008da1f5f7a8aec2a268ac8c230c7a355e4
a0ac35cb058d3fbf416bc2bfddaf21a0fd41220882e0d9cd5ab2cbd1845256f0,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824384,e6865300b906bb72f8c242362af7ed5f173f3e53d7a60128e041bd9f2481f3ad,2026,2026-09-15,145,114,2026-09-15T22:40:00Z,2026-09-14,2026-09-11,2026-09-11,147,0.510204,4.680272,4.442177,148,0.506757,4.074324,4.162162,4568ead4db6e424280ca3e3ec44b6b2d5df56b9d2ddae7db9f8e2373af84c491
bfa7cebec2c8929914eebf8b6836b2e587a5cd378935b50baa7ed26e20083ca5,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824466,c57968a1c2c6105191ac1dad0ba3e3aff8df0816b06984e7599844e553478781,2026,2026-09-15,119,113,2026-09-15T22:40:00Z,2026-09-14,2026-09-11,2026-09-11,147,0.612245,4.993197,3.816327,147,0.469388,4.156463,5.122449,2c75c42cc5dab7b8cbdd4ae0416b80ddce0832df41e71ebf48c2bfae55edc732
41912822a7a189c9eec1b3509f9e660c34fa81e711e19e1120b371d85ae11d20,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,822683,fa9d0098d4d972ab99b2e99518fac9c559d0ef3d04fee4b33d3077645aa62ebe,2026,2026-09-15,143,120,2026-09-15T22:45:00Z,2026-09-14,2026-09-11,2026-09-11,148,0.554054,4.486486,4.243243,149,0.456376,5.100671,5.093960,c860ed1b71c31dc83aab5f555a48505790420b1f4e4a84f773f73d4370e51438
0efa48977f78287741152bb7828ba619096f0d67b8b1a37ef3b69f8cd216f3b3,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,822762,20661ea47037f21b78ecc153f5bc0a1a33fac85bacad1847ad440777f5ab438f,2026,2026-09-15,116,141,2026-09-15T23:07:00Z,2026-09-14,2026-09-11,2026-09-11,147,0.462585,4.401361,4.000000,148,0.493243,4.006757,4.290541,2e44a114eb5de9f3d13c263963c63b1bfe98f1a3651faf95f0c2163776eacc98
efe0e8e032f66c296bca90fe54d49016658b34149facdd7640d5f9e09cdb9e3b,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823574,c84fd93a2cf08d7a318fa6095d936ac4de368006ec4b60304ed80888017241ea,2026,2026-09-15,110,121,2026-09-15T23:10:00Z,2026-09-14,2026-09-11,2026-09-11,148,0.486486,4.513514,4.675676,147,0.462585,4.292517,4.578231,582ff74fbf82b1cf10666204616a08140d0dd18a7848012a20ec1c20d632b34f
80bdbbba38e1469a1679309a43f7224d33c9166a190e5e2fe0a86adab07da2d5,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823654,563f579d8e2bb75a67fa119142933351460bd6e51f45828073535b06bada256b,2026,2026-09-15,147,142,2026-09-15T23:40:00Z,2026-09-14,2026-09-11,2026-09-11,147,0.578231,4.578231,3.673469,147,0.469388,4.605442,4.986395,5936abeb4af9eb254111c69eb86853018439c040ea832de9da4e5032a0a817c9
6d3ca7a24f7ab948e82bdb06b9c84688a1e544a40818250a907727dd92b7d723,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824627,18121adf002ab2bcda3ec1c0afbaeff4fbac4d3c6154405edda85292ebebfdd7,2026,2026-09-15,144,112,2026-09-15T23:40:00Z,2026-09-14,2026-09-11,2026-09-11,148,0.587838,4.574324,3.824324,148,0.554054,5.351351,4.418919,b662756331e58f18fb44570630e828b1d53178aa90f9f3d19dfb2d6b455f64d1
cf004423261f5f05d0b7a95f800428eeef32abc29bb7d40812ad8e445d75e09f,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823007,8f644dde963cc7bdbc14f42e55932d1eb754e6699063f5817cf0f8a54caeda56,2026,2026-09-15,137,138,2026-09-15T23:45:00Z,2026-09-14,2026-09-11,2026-09-11,148,0.418919,4.202703,4.702703,148,0.493243,4.560811,4.614865,b8d576a957ce32ebaf5a5ba6b9a169a4bc35a68538b047fe35a70248323bdda1
d6ec36a2fc4416bc4891d3aa6fef9de4afc37ec989c670652e923b00b5e1b0a6,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,822849,dd348c796832aab8939f00d4f1e1bc06c56b2e36fc219297bac353a333903cc8,2026,2026-09-15,111,140,2026-09-16T00:05:00Z,2026-09-14,2026-09-11,2026-09-11,148,0.540541,4.418919,3.871622,148,0.486486,4.128378,4.459459,9adef24fd12f152f264afe9658a9b5776c4fb75bb2d26448981499ae402d8820
87d448fc920f593cb4f6985496c9f9fd0e96947d9ffe4b26993a788d830788ed,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824143,d8c05fea05a31d0aad244b4e63ba459e35600a8cb945536cbfd2dedad7ef4765,2026,2026-09-15,118,117,2026-09-16T00:10:00Z,2026-09-14,2026-09-11,2026-09-11,148,0.445946,4.270270,4.858108,148,0.506757,4.479730,4.763514,2c230997622829dbcdae460acfffaa1a7b6478186ec1ada57781c42f0a67d27d
0597c27afce5a723effddd8cbe571b56e01cf410428c334a8900284f22b54511,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824307,fa695a6a3796fe0f8234e1fb1d2e3561e70f03a4ca84742742eb428224d6f90f,2026,2026-09-15,135,115,2026-09-16T00:40:00Z,2026-09-14,2026-09-11,2026-09-11,147,0.537415,4.258503,4.129252,147,0.374150,4.680272,5.755102,577f5298b345213e465f5f5fdf17b826b2edacc5b2a3fc60bcc814cb259d78bf
e4afaab8e74a27759689094cc1673be593fc3ce1da32c521d9d8478c1f9020a3,771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823980,b7c7b2952927db383840768e8e16caaea356cce1be1931ab048d1f35dcbd4a9e,2026,2026-09-15,136,108,2026-09-16T01:38:00Z,2026-09-14,2026-09-11,2026-09-11,148,0.466216,3.959459,4.466216,147,0.380952,4.040816,4.544218,7ce4a4d017c5e11db2bb4f99db137a74cf8efc985d2ecbcca39f16c24329bba6
