batch_id,game_id,occurrence_key,season,official_date,away_team_id,home_team_id,scheduled_start_utc,status_code,abstract_state,detailed_state,eligibility_status,exclusion_reason
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,822925,0507cd59f197afc8878a5012e981edfeaec36cc738e4297c9e11f937efdb1232,2026,2026-09-15,133,139,2026-09-15T22:40:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823333,13b8303bfffd7d1aea1c8971954f59b7cee6c62861c2df3ce00fa85440788eb2,2026,2026-09-15,158,134,2026-09-15T22:40:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824384,e6865300b906bb72f8c242362af7ed5f173f3e53d7a60128e041bd9f2481f3ad,2026,2026-09-15,145,114,2026-09-15T22:40:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824466,c57968a1c2c6105191ac1dad0ba3e3aff8df0816b06984e7599844e553478781,2026,2026-09-15,119,113,2026-09-15T22:40:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,822683,fa9d0098d4d972ab99b2e99518fac9c559d0ef3d04fee4b33d3077645aa62ebe,2026,2026-09-15,143,120,2026-09-15T22:45:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,822762,20661ea47037f21b78ecc153f5bc0a1a33fac85bacad1847ad440777f5ab438f,2026,2026-09-15,116,141,2026-09-15T23:07:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823574,c84fd93a2cf08d7a318fa6095d936ac4de368006ec4b60304ed80888017241ea,2026,2026-09-15,110,121,2026-09-15T23:10:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823654,563f579d8e2bb75a67fa119142933351460bd6e51f45828073535b06bada256b,2026,2026-09-15,147,142,2026-09-15T23:40:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824627,18121adf002ab2bcda3ec1c0afbaeff4fbac4d3c6154405edda85292ebebfdd7,2026,2026-09-15,144,112,2026-09-15T23:40:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823007,8f644dde963cc7bdbc14f42e55932d1eb754e6699063f5817cf0f8a54caeda56,2026,2026-09-15,137,138,2026-09-15T23:45:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,822849,dd348c796832aab8939f00d4f1e1bc06c56b2e36fc219297bac353a333903cc8,2026,2026-09-15,111,140,2026-09-16T00:05:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824143,d8c05fea05a31d0aad244b4e63ba459e35600a8cb945536cbfd2dedad7ef4765,2026,2026-09-15,118,117,2026-09-16T00:10:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,824307,fa695a6a3796fe0f8234e1fb1d2e3561e70f03a4ca84742742eb428224d6f90f,2026,2026-09-15,135,115,2026-09-16T00:40:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,823980,b7c7b2952927db383840768e8e16caaea356cce1be1931ab048d1f35dcbd4a9e,2026,2026-09-15,136,108,2026-09-16T01:38:00Z,S,Preview,Scheduled,ELIGIBLE,
771975330291424bf5b7feb801b862ddfc929d8f158236c762e946777aac1e90,825030,b99be258eb157ae5228a1f88eb3271693e29875eddd23fb555e58062cbfc3619,2026,2026-09-15,146,109,2026-09-16T01:40:00Z,S,Preview,Scheduled,ELIGIBLE,
