prediction_id,batch_id,game_id,occurrence_key,target_official_date,away_team_id,home_team_id,p_away_win,p_home_win,predicted_side,outcome_status,away_score,home_score,home_win,actual_winner,classification_correct,individual_log_loss,individual_brier_score,status_code_normalized,status_detail_normalized,final_official_date,outcome_http_date_utc,outcome_response_received_at_utc,outcome_evidence_sha256
39f18968dd556d092bf4f5fef7e6fe7c9330a195a79c7a536e8a33bab73357de,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,824867,ba04d0a493a29891a15c5c7838f04b8d539ef18e685166fbc5aea5377d89ca44,2026-09-22,113,144,0.41058244334653882,0.58941755665346118,HOME,SCORED_FINAL,4,0,0,AWAY,0,0.890178533844,0.347413056091,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
482248907fd7d7a764b8b805aaa93fe9b3b4a2fbcf84ee8530a9c0ee94b9bacb,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,824624,b966b0ce3f449d05d50ff49c179a071856871e436bba77a608dc2c99f3cded35,2026-09-22,146,112,0.44278858141764044,0.55721141858235956,HOME,SCORED_FINAL,8,2,0,AWAY,0,0.814662865703,0.310484564999,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
53fe3c54c87d4cc5fea9a8febe71a4cbdf65e5b9c346c606fe17d671bdb5d55f,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,824709,771fd3760905407fdf139855323ac73d320d792eb738260ab85c305555bec40e,2026-09-22,114,111,0.45183264304625836,0.54816735695374164,HOME,SCORED_FINAL,3,2,0,AWAY,0,0.794443426460,0.300487451230,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
5b6c7007dc90a36334f0e3e4b494e09c3a77d68cdf7317a2e32eef4ded9a73e1,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,824061,a9ef15e052269b0609e7709fee11962fbc817df64645d4cd45f9c4ee01a134d8,2026-09-22,145,118,0.50775845013360188,0.49224154986639806,AWAY,SCORED_FINAL,14,11,0,AWAY,1,0.677749436349,0.242301743415,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
6a72e73b2fb2dd5bd8fbc70defa21f639617b749705e8a302db742d9bd79767c,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,823494,463556d0f8fb60feec082cf1cb47964df5759487a4b41e41a2c9b6402122918d,2026-09-22,139,147,0.46784224405834918,0.53215775594165082,HOME,SCORED_FINAL,6,1,0,AWAY,0,0.759624125236,0.283191877209,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
6da46622ad24dc168482c5f21a68b5408cb69ba071fabec6a92211b71b8700f7,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,823412,a749aeb8b9e256fd578d9d53f598b1d1575274adbb77fbd291e3045e894d6f4c,2026-09-22,158,143,0.51695291102305418,0.48304708897694576,AWAY,SCORED_FINAL,4,6,1,HOME,0,0.727641137376,0.267240312215,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
7c617cf141f9e8e6e19965da8b84f184e275079d391a8023293cfaea3ec97cef,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,822840,389a442c65830913070b0eab75c4b82a45410338ff4b7bb48cbd834eb55964fb,2026-09-22,121,140,0.46719176433579634,0.53280823566420366,HOME,SCORED_FINAL,6,3,0,AWAY,0,0.761015475329,0.283884615992,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
7c7c61867193a3951da5db7d44221e3becb559dfefa10e4c0d90bd39f27bd455,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,823089,ed6bd39270acb34cb006a10fe66636c0bdaa61c44323018407be46f485e50afa,2026-09-22,117,136,0.48733314101210778,0.51266685898789222,HOME,SCORED_FINAL,7,0,0,AWAY,0,0.718807321981,0.262827308305,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
7d92c5650a6d1a3540226390d9275f1e709e53ec78ba1afa3ff1898ce6e17adf,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,823897,5e1ffa3d6de1b44e663339ee8ea2d5752893a3960e526fb15c9f153604cb647e,2026-09-22,135,119,0.43642975821138474,0.56357024178861526,HOME,SCORED_FINAL,0,7,1,HOME,1,0.573463300585,0.190470933852,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
85688af141651bb41a40424854fdd6ce7fae29a66290984a230d849c9f86ad0f,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,824222,59458aed105e9610098f71bf2e0b5b8c13f3e73f241c6b2d4e7c47cd8b71d81a,2026-09-22,120,116,0.41816153189038852,0.58183846810961148,HOME,SCORED_FINAL,3,1,0,AWAY,0,0.871887481177,0.338536002972,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
93d053608e7d829873c848d0c4e5387e65eef82d1eff0d7ad44e4100c9f75dae,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,823328,bc5987e9e9f584afef8f086c177c746ed3ee38c04e8256823071a24e490aad91,2026-09-22,138,134,0.46628230775274215,0.53371769224725785,HOME,SCORED_FINAL,0,2,1,HOME,1,0.627888246019,0.217419190523,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
9933630f7313a65bb8a3e20f163a61c57f8f54106bb2f3e2420d4f33dcb9920d,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,824953,5eab0a09d9cea100ac6fac75926ba07aa4bfb41050ee3648eb858b139daad59b,2026-09-22,108,133,0.50012518346058876,0.49987481653941124,AWAY,SCORED_FINAL,7,9,1,HOME,0,0.693397578828,0.250125199131,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
ca6bda0a4067173cb28a1cb42a4342d115914d1e781afa21f083e14e3ebc686a,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,824302,37433f7e1d5c8580fca062d71a8b325690781121c3ee8db275ec3318360b7a31,2026-09-22,109,115,0.54964306507262051,0.45035693492737955,AWAY,SCORED_FINAL,7,2,0,AWAY,1,0.598486184025,0.202821368837,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
d33a4e79288fbcce5b921b06ecb45efaa9145149fcc28734ba6a06e8a4b63412,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,824785,2fe3485e6ef175f189c568c188c8e4922bd00b12f05938c691a261ae4c3aeccf,2026-09-22,141,110,0.48242723486599504,0.51757276513400496,HOME,PENDING_POSTPONED,,,,,,,,DR,POSTPONED,,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
d89f34911bd6f19c37fc78bb6d23dc3dc4a85f328de2fa767ef6dbe6fdad1edc,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,823543,d1021ff198233bc781c383b98092600a0c017ea2866bc11d28aba380729e9f7b,2026-09-22,139,147,0.46784224405834918,0.53215775594165082,HOME,SCORED_FINAL,0,2,1,HOME,1,0.630815299873,0.218876365326,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
dbb17f303caaafc2f8d0b1ad282baabed2612bbbb754dfcf68eb4399756b20f5,784c02350e4042ea076660ac41a473bc33c71a61b75bf238f74e9c7412716621,823166,07786d5f16f4f0a2cf7315118a02d98607958d8a15b4de6b39aa717757c5ea0f,2026-09-22,142,137,0.475637467542809,0.524362532457191,HOME,SCORED_FINAL,3,2,0,AWAY,0,0.743099337742,0.274956065445,F,FINAL,2026-09-22,2026-09-24T07:08:34Z,2026-09-24T07:08:34Z,20d4ad0d386df02c8258ee7b34123a393b8d96b1330a7972c2f1b9d103f4d6b4
