prediction_id,batch_id,game_id,occurrence_key,season,official_date,away_team_id,home_team_id,scheduled_start_utc,feature_as_of_date,away_max_source_date,home_max_source_date,away_games_before,away_win_pct_before,away_runs_scored_per_game_before,away_runs_allowed_per_game_before,home_games_before,home_win_pct_before,home_runs_scored_per_game_before,home_runs_allowed_per_game_before,feature_row_sha256
86069ef92b65703c024f97deb3c05099be2b5406e8451f8772405c2e168ba519,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,824631,88c0e17532f54d9673d7fca15fe547828abd3f6688b1d60b72f1771566722526,2026,2026-09-11,134,112,2026-09-11T18:20:00Z,2026-09-10,2026-09-10,2026-09-09,147,0.503401,4.823129,4.578231,147,0.551020,5.306122,4.435374,06191a342525be5976c223b7e335efac15279aa82599bbb579a6dd844db8d38b
fc6bab25e02c0790d92227768da6af6a579157efd4ee639d3d528dbd13e79b95,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,824227,26d5d8aba9cb530aa56869cf80c82b3e62a2b3044b6b35ed7696a79dda788c7d,2026,2026-09-11,115,116,2026-09-11T22:40:00Z,2026-09-10,2026-09-10,2026-09-09,146,0.376712,4.698630,5.753425,146,0.458904,4.390411,4.013699,f36594904bb72d8e5e51eccc359c1b8b70350434b7d829e95be6c6f75f9eab27
0d47a86ca49092ff436a63f58ffd8eab5a814a92979c226c59dee533ade6c88f,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,822684,5b72f8d193502a86d1fa4888aaea593d2062574ff00f671a68e9bdd755fab242,2026,2026-09-11,108,120,2026-09-11T22:45:00Z,2026-09-10,2026-09-09,2026-09-09,146,0.383562,4.047945,4.547945,148,0.452703,5.108108,5.108108,6849044b428ba936dab02942345f44aa2a70fee00a4426a5ffb3156148ad25a5
326136aa409bc33099f7f68c49428297eaa131634a05d6a2012ba89529696130,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,823498,c31c1a0dbc068928e811c4b436ddcbf3c1ae0acfb9a2b5cb4b12633a17736d51,2026,2026-09-11,121,147,2026-09-11T23:05:00Z,2026-09-10,2026-09-09,2026-09-10,146,0.465753,4.294521,4.568493,146,0.575342,4.568493,3.671233,34757a8082e3dc9ca0ad880d5c9e478c17658ec888f037bd94d56b872887d65c
49c5cf0976a884fd1f94f2c4e1fd3f113274310d774a486f4e60fbcb1a6193ef,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,822767,9aa46f20fb7c92d1d754c077a3bf00774761cf4feb56a12b9ea55f5c16a054b4,2026,2026-09-11,110,141,2026-09-11T23:07:00Z,2026-09-10,2026-09-09,2026-09-09,147,0.482993,4.496599,4.680272,147,0.496599,4.006803,4.272109,0d1e66af45e5a756260205e72e6c64ce90a16fe7ae31d2cf2a13f98a9823e61f
dd305890dc8580f4a27405a8802aa2b2eae33f461954cf5e04ee5ee0d4a8c359,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,822930,9c0ba25fb726920399d1f95bbb2789eb2dacb18a01cd4cef1147ada22787b5fb,2026,2026-09-11,117,139,2026-09-11T23:10:00Z,2026-09-10,2026-09-10,2026-09-10,147,0.510204,4.503401,4.775510,146,0.595890,4.534247,4.150685,a954ff3ee0f79858b1281fbfc90478640a752bd404d6c2d5a66f6a836db5ff37
ea45ae48be3810665ecf8fe2e6706af470afd7519cef784d9c9e40fbdc4610b0,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,823817,c8624e57690675e11a0a3b987f40e1692c4295950356b8dbb905126e5d74afc9,2026,2026-09-11,119,146,2026-09-11T23:10:00Z,2026-09-10,2026-09-09,2026-09-09,146,0.609589,4.986301,3.828767,147,0.489796,4.448980,4.401361,e0a31f3b974988db19e4140e075a1bcc3e4f9dc08832eabdc02553de76254148
2a207d221020ce2ea419913fbd88aab0c16669d7cf47e50a97bc5cfe3c855485,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,824711,d59270371dc39abdab00f993b59d3afc5468cf31d54a0070fbe2635229b64252,2026,2026-09-11,118,111,2026-09-11T23:10:00Z,2026-09-10,2026-09-09,2026-09-09,147,0.442177,4.278912,4.877551,147,0.544218,4.435374,3.877551,709b498c50edcb72123144b034fa8d2527466b9c3a3b75c741ec01b9b635a393
a70547d0f0d63e1f5f9d493811243f73a9fd4e4350a7852d443afdb362465c19,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,824873,ee592c4258cf9a0251cadb8b871da8b51e207dd857e80e99c3cfa12dd219f3ae,2026,2026-09-11,143,144,2026-09-11T23:15:00Z,2026-09-10,2026-09-10,2026-09-10,147,0.557823,4.482993,4.231293,147,0.585034,4.564626,3.816327,41cf55a64e8fd24bac0adf7a227a268fe7f607135c3fe53e8ab5a4221d63a431
0c1703e06b144acb91cd73a9caf3123ddd9f994683589f7bc434463802e8115a,ea76eb551eb85fc25dbb9800de6ed34420a0c40fa3876f94567d7bbd50555766,823736,5604aade46431d22f5c777159a0c0aaf45ab0f2f82b594191472a71fea61f937,2026,2026-09-11,113,158,2026-09-11T23:45:00Z,2026-09-10,2026-09-09,2026-09-09,146,0.472603,4.184932,5.020548,147,0.619048,5.047619,3.877551,faf3b5da4af64cfa4394768a89465937efa0b5b5a5d7202cd4621031ba31c1e8
