prediction_id,batch_id,game_id,occurrence_key,target_official_date,away_team_id,home_team_id,p_away_win,p_home_win,predicted_side,outcome_status,away_score,home_score,home_win,actual_winner,classification_correct,individual_log_loss,individual_brier_score,status_code_normalized,status_detail_normalized,final_official_date,outcome_http_date_utc,outcome_response_received_at_utc,outcome_evidence_sha256
104333ffe79ed12dec847e4c4aea296f00ea49fc5a0d135af7f78a176acf3e84,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824707,100a9bb2e24dfd3ea2ae9cc699cb362065492375892f331cacfd736e6b3de011,2026-09-24,114,111,0.45367888629497488,0.54632111370502512,HOME,SCORED_FINAL,1,0,0,AWAY,0,0.790365630104,0.298466759280,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
4b42af1fd50632464dc5181b28b55f57cd3c426375e72173cd3ce50ac4e66055,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824623,f81860273573eee84bfecfcae1091b2c251c354688e25d27d2897f88e8cfb00c,2026-09-24,146,112,0.44634672280808341,0.55365327719191659,HOME,SCORED_FINAL,1,2,1,HOME,1,0.591216641607,0.199225396962,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
5072ebb73f66cf8a7523c99be682a81b85637bbc0f2a03dad85aece6998dc87f,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,822842,c9e4b28266c03432f4f91c54a43600616c20c10a88ceddcffc4740a19240033d,2026-09-24,121,140,0.46967772199889068,0.53032227800110932,HOME,SCORED_FINAL,1,3,1,HOME,1,0.634270385536,0.220597162542,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
7211dea50e16964767f4321aad7a2fdeee9b15ba03021fcf37f020936d3a75d6,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824950,0d595fd6f3eb4a80fdb1161838e798b16f0baf2e545e4c490b2fc568a33698ee,2026-09-24,117,133,0.54089564961441639,0.45910435038558356,AWAY,SCORED_FINAL,7,5,0,AWAY,1,0.614528903002,0.210776804543,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
779a00f7a97e9b51651df5978441ece3799bf57da73a23aef317c3cdae9ed3f7,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824866,6c6c9ee95b80569b783ca559ca04ede7949deba1ceaa36803af492d38e0b5eba,2026-09-24,113,144,0.41360252065030689,0.58639747934969311,HOME,SCORED_FINAL,7,6,0,AWAY,0,0.882849861391,0.343862003788,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
950ecb7104370dee61b9cf0f805c6937b179bf1dcd7cc789fd2da1ef3fc5a336,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,823895,7f694ab57ca24ea341a40114e44a06347ce3e6f92259d0019ef688d130b72c3c,2026-09-24,135,119,0.43297294931112307,0.56702705068887693,HOME,SCORED_FINAL,4,2,0,AWAY,0,0.837080025654,0.321519676213,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
99f02383d28e840de805c2e61b8a5541ce32181d0c3366a1623036413efd579b,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,823411,7c73c73799f5fc2f1e53ba82cb221795839a275e7195a416c4809f0bfe2cc01a,2026-09-24,158,143,0.51456775789960518,0.48543224210039482,AWAY,SCORED_FINAL,5,1,0,AWAY,1,0.664428035781,0.235644461671,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
a94c6fa7efbf0abd83c290e9d6e3cd539f5f2f057515902197c0d8a0b2a75457,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,823326,0ceb7377be248279a3ff586e10c7712c3aad71499a1aad0551ab9e3bcdd7c93c,2026-09-24,138,134,0.46410779757821163,0.53589220242178837,HOME,SCORED_FINAL,1,2,1,HOME,1,0.623822253022,0.215396047773,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
ca85cb7628acab4a50e2f695d130e55aa6c851479d20930f863c8118340966cb,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,824059,38d3b49b290305e0ff3f2cfe165ff3aa602bf6471a32e0e08f58d7e00261d44b,2026-09-24,145,118,0.51024621982661911,0.48975378017338095,AWAY,SCORED_FINAL,9,1,0,AWAY,1,0.672861885793,0.239858765194,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
cab3338f741ae80b97a3788629e52cc395ba50e53a2c64c5d8ca4a27acf8a2b7,92f1f6e7e26a93e24a3089a2f693301bee2c2164f133783d4f63c3e193700ab9,823493,6e5d8f8839d941920027b061981094e4e770443d5c8389149c0a20d58ad40fde,2026-09-24,139,147,0.46870782850203696,0.53129217149796304,HOME,SCORED_FINAL,4,6,1,HOME,1,0.632443180251,0.219687028499,F,FINAL,2026-09-24,2026-09-25T06:13:44Z,2026-09-25T06:13:44Z,5aeda2295d216ceedd4a309c01ed33aa17bbc41db5e1d622542a6b385927f9b0
